seq,capture_us,receive_us,delay_ms,jitter_ms
1537,1774330090059848,1774330099599880,9540.03,87.44
1538,1774330090090908,1774330099645069,9554.16,87.50
1539,1774330090122404,1774330099695694,9573.29,87.48
1540,1774330090153374,1774330099738435,9585.06,87.67
1541,1774330090185351,1774330099781281,9595.93,87.13
1542,1774330090216250,1774330099834523,9618.27,87.77
1543,1774330090247228,1774330099878003,9630.77,87.93
1544,1774330090278691,1774330099919961,9641.27,87.39
1545,1774330090310956,1774330099973053,9662.10,88.02
1546,1774330090342109,1774330100016019,9673.91,88.03
1547,1774330090373218,1774330100058681,9685.46,87.34
1548,1774330090409453,1774330100111992,9702.54,87.53
1549,1774330090435524,1774330100154394,9718.87,87.44
1550,1774330090466188,1774330100197067,9730.88,86.84
1551,1774330090497203,1774330100253830,9756.63,87.72
1552,1774330090527316,1774330100293309,9765.99,87.74
1553,1774330090558814,1774330100314705,9755.89,85.40
1554,1774330090588941,1774330100367721,9778.78,84.37
1555,1774330090619665,1774330100410462,9790.80,82.95
1556,1774330090650841,1774330100453447,9802.61,81.13
1557,1774330090683727,1774330100506699,9822.97,80.48
1558,1774330090715283,1774330100549273,9833.99,79.56
1559,1774330090746846,1774330100592320,9845.47,78.92
1560,1774330090777637,1774330100645248,9867.61,78.81
1561,1774330090809351,1774330100688008,9878.66,78.12
1562,1774330090840519,1774330100741586,9901.07,78.92
1563,1774330090871231,1774330100784469,9913.24,79.39
1564,1774330090902721,1774330100827000,9924.28,79.26
1565,1774330090933218,1774330100880326,9947.11,80.49
1566,1774330090965178,1774330100922882,9957.70,81.17
1567,1774330090995556,1774330100965456,9969.90,81.44
1568,1774330091026854,1774330101018488,9991.63,82.60
1569,1774330091057992,1774330101061627,10003.64,83.70
1570,1774330091090411,1774330101103928,10013.52,84.24
1571,1774330091122843,1774330101157072,10034.23,86.26
1572,1774330091154186,1774330101199874,10045.69,87.69
1573,1774330091184685,1774330101242626,10057.94,86.90
1574,1774330091216481,1774330101295795,10079.31,87.33
1575,1774330091248399,1774330101341354,10092.95,87.37
1576,1774330091278994,1774330101381841,10102.85,86.69
1577,1774330091310784,1774330101434909,10124.12,87.01
1578,1774330091341254,1774330101477161,10135.91,86.69
1579,1774330091373105,1774330101519893,10146.79,85.68
1580,1774330091404603,1774330101573113,10168.51,85.88
1581,1774330091435352,1774330101615800,10180.45,85.45
1582,1774330091467448,1774330101669301,10201.85,86.22
1583,1774330091499194,1774330101711943,10212.75,86.38
1584,1774330091529936,1774330101754599,10224.66,85.93
1585,1774330091560991,1774330101807751,10246.76,86.78
1586,1774330091593254,1774330101850495,10257.24,86.85
1587,1774330091625260,1774330101893213,10267.95,86.32
1588,1774330091656614,1774330101946824,10290.21,87.02
1589,1774330091687252,1774330101989147,10301.90,87.18
1590,1774330091717640,1774330102031891,10314.25,86.67
1591,1774330091748323,1774330102085209,10336.89,87.31
1592,1774330091780471,1774330102127880,10347.41,87.23
1593,1774330091810857,1774330102170444,10359.59,86.66
1594,1774330091841186,1774330102223930,10382.74,87.33
1595,1774330091872066,1774330102268291,10396.23,87.71
1596,1774330091904479,1774330102309156,10404.68,87.07
1597,1774330091935286,1774330102362921,10427.64,87.63
1598,1774330091966483,1774330102405184,10438.70,87.55
1599,1774330091997921,1774330102458857,10460.94,87.66
1600,1774330092029186,1774330102501118,10471.93,87.93
1601,1774330092059798,1774330102543803,10484.00,87.66
1602,1774330092090184,1774330102636746,10546.56,92.29
1603,1774330092121387,1774330102653981,10532.59,93.33
1604,1774330092152548,1774330102689035,10536.49,93.01
1605,1774330092183608,1774330102736348,10552.74,93.32
1606,1774330092215174,1774330102778422,10563.25,92.84
1607,1774330092339420,1774330102821256,10481.84,86.73
1608,1774330092370854,1774330102874596,10503.74,81.67
1609,1774330092402285,1774330102917331,10515.05,76.40
1610,1774330092433285,1774330102970497,10537.21,71.47
1611,1774330092472467,1774330103013410,10540.94,67.02
1612,1774330092510618,1774330103055898,10545.28,61.99
1613,1774330092541169,1774330103108974,10567.81,57.53
1614,1774330092571385,1774330103153829,10582.44,54.51
1615,1774330092602220,1774330103194497,10592.28,51.72
1616,1774330092632934,1774330103247776,10614.84,49.69
1617,1774330092664268,1774330103290444,10626.18,49.11
1618,1774330092695405,1774330103333148,10637.74,48.80
1619,1774330092726531,1774330103387524,10660.99,51.06
1620,1774330092757463,1774330103429628,10672.17,53.43
1621,1774330092788156,1774330103472197,10684.04,56.04
1622,1774330092819833,1774330103525271,10705.44,62.39
1623,1774330092849719,1774330103567940,10718.22,67.83
1624,1774330092881368,1774330103610777,10729.41,72.79
1625,1774330092913328,1774330103664606,10751.28,78.75
1626,1774330092943677,1774330103706502,10762.83,84.44
1627,1774330092975300,1774330103749319,10774.02,84.29
1628,1774330093005960,1774330103803182,10797.22,85.51
1629,1774330093037162,1774330103846038,10808.88,86.17
1630,1774330093067845,1774330103899342,10831.50,88.11
1631,1774330093098459,1774330103941763,10843.30,88.86
1632,1774330093129697,1774330103984497,10854.80,88.34
1633,1774330093159570,1774330104037745,10878.17,89.12
1634,1774330093190411,1774330104082730,10892.32,89.70
1635,1774330093222658,1774330104122721,10900.06,89.13
1636,1774330093254603,1774330104176231,10921.63,89.72
1637,1774330093285889,1774330104218533,10932.64,89.59
1638,1774330093318285,1774330104261238,10942.95,88.71
1639,1774330093349349,1774330104314519,10965.17,89.12
1640,1774330093380676,1774330104357220,10976.54,88.85
1641,1774330093413756,1774330104399997,10986.24,87.84
1642,1774330093443794,1774330104453270,11009.48,88.05
1643,1774330093474243,1774330104495748,11021.50,87.78
1644,1774330093506305,1774330104549561,11043.26,87.69
1645,1774330093538620,1774330104592049,11053.43,87.71
1646,1774330093571101,1774330104634622,11063.52,87.00
1647,1774330095727137,1774330104687771,8960.63,437.17
1648,1774330095758110,1774330104730616,8972.51,596.67
1649,1774330095790310,1774330104773461,8983.15,708.73
1650,1774330095821237,1774330104826727,9005.49,792.36
1651,1774330095852334,1774330104869281,9016.95,857.09
1652,1774330095882437,1774330104912106,9029.67,906.87
1653,1774330095913521,1774330104965365,9051.84,943.11
1654,1774330095943751,1774330105008270,9064.52,968.20
1655,1774330095974864,1774330105053448,9078.58,983.15
1656,1774330096006178,1774330105103958,9097.78,987.66
1657,1774330096037582,1774330105146553,9108.97,982.70
1658,1774330096069565,1774330105189385,9119.82,968.18
1659,1774330096100837,1774330105242499,9141.66,942.55
1660,1774330096131586,1774330105286001,9154.42,905.90
1661,1774330096162571,1774330105328127,9165.56,857.03
1662,1774330096193246,1774330105381512,9188.27,792.18
1663,1774330096224683,1774330105424326,9199.64,708.40
1664,1774330096256998,1774330105477514,9220.52,596.29
1665,1774330096288269,1774330105520325,9232.06,436.84
1666,1774330096319128,1774330105563087,9243.96,87.74
1667,1774330096349791,1774330105616326,9266.53,88.46
1668,1774330096381556,1774330105659064,9277.51,88.51
1669,1774330096412639,1774330105701672,9289.03,87.83
1670,1774330096443605,1774330105755237,9311.63,88.40
1671,1774330096475648,1774330105800831,9325.18,88.47
1672,1774330096506731,1774330105839864,9333.13,87.69
1673,1774330096541717,1774330105893218,9351.50,87.80
1674,1774330096572544,1774330105936145,9363.60,87.47
1675,1774330096600663,1774330105989337,9388.67,87.89
1676,1774330096631892,1774330106034292,9402.40,88.50
1677,1774330096661795,1774330106074735,9412.94,88.35
1678,1774330096693220,1774330106117573,9424.35,87.50
1679,1774330096724175,1774330106171060,9446.89,87.85
1680,1774330096755689,1774330106213646,9457.96,87.63
1681,1774330096786189,1774330106266626,9480.44,87.64
1682,1774330096817495,1774330106309500,9492.00,87.94
1683,1774330096848761,1774330106351961,9503.20,87.56
1684,1774330096879517,1774330106405627,9526.11,88.34
1685,1774330096910943,1774330106448237,9537.29,88.45
1686,1774330096941316,1774330106490796,9549.48,87.99
1687,1774330096972850,1774330106543985,9571.14,88.72
1688,1774330097004211,1774330106587324,9583.11,88.79
1689,1774330097036563,1774330106629452,9592.89,88.08
1690,1774330097082363,1774330106682612,9600.25,87.43
